accessions	gene_id	gene	gene_description	alt_gene_description	all_GO_ids	BP_GO_ids	CC_GO_ids	MF_GO_ids
Q1H9T6;A2A8B1;Q99K15	100090	Zbtb48	Telomere zinc finger-associated protein	Zinc finger and BTB domain-containing protein 48	GO:0000781;GO:0005634;GO:0000981;GO:0003691;GO:0042802;GO:0046872;GO:0043565;GO:0000976;GO:0045893;GO:0006357;GO:0010833	GO:0045893;GO:0006357;GO:0010833	GO:0000781;GO:0005634	GO:0000981;GO:0003691;GO:0042802;GO:0046872;GO:0043565;GO:0000976
Q4V8D1	310848	Cyp2u1	Cytochrome P450 2U1	Long-chain fatty acid omega-monooxygenase	GO:0005737;GO:0005789;GO:0016021;GO:0043231;GO:0005743;GO:0052869;GO:0020037;GO:0005506;GO:0102033;GO:0016712;GO:0008395;GO:0097267;GO:0006082;GO:0006805	GO:0097267;GO:0006082;GO:0006805	GO:0005737;GO:0005789;GO:0016021;GO:0043231;GO:0005743	GO:0052869;GO:0020037;GO:0005506;GO:0102033;GO:0016712;GO:0008395
Q9XTY1;J7SA55;J7SF90	180365	gcy-22	Receptor-type guanylate cyclase gcy-22	Long-chain fatty acid omega-monooxygenase	GO:0016021;GO:0005886;GO:0005524;GO:0005525;GO:0004383;GO:0001653;GO:0004672;GO:0008306;GO:0006182;GO:0007635;GO:0006935;GO:0035556;GO:0050850;GO:0007168;GO:0010035;GO:0010226;GO:0032026;GO:1904640;GO:1902074;GO:0007165	GO:0008306;GO:0006182;GO:0007635;GO:0006935;GO:0035556;GO:0050850;GO:0007168;GO:0010035;GO:0010226;GO:0032026;GO:1904640;GO:1902074;GO:0007165	GO:0016021;GO:0005886	GO:0005524;GO:0005525;GO:0004383;GO:0001653;GO:0004672
P17098;Q6PI99	7554	ZNF8	Zinc finger protein 8	Zinc finger protein HF.18	GO:0005634;GO:0003677;GO:0000981;GO:0000978;GO:0008270;GO:0030509;GO:0000122;GO:0006357	GO:0030509;GO:0000122;GO:0006357	GO:0005634	GO:0003677;GO:0000981;GO:0000978;GO:0008270
Q9Z2X8;Q3U243;Q3U8N7;Q547S3;Q6ZQI6;Q8BQY3	50868	Keap1	Kelch-like ECH-associated protein 1	Cytosolic inhibitor of Nrf2	GO:0005884;GO:0005912;GO:0034451;GO:0031463;GO:0005737;GO:0005829;GO:0005783;GO:0005925;GO:0016234;GO:0030496;GO:0005654;GO:0005634;GO:0032991;GO:0097718;GO:0042802;GO:0061629;GO:0071322;GO:0071353;GO:0034599;GO:0042994;GO:0001701;GO:0010629;GO:0016567;GO:0010506;GO:0045604;GO:0006355;GO:0006511	GO:0071322;GO:0071353;GO:0034599;GO:0042994;GO:0001701;GO:0010629;GO:0016567;GO:0010506;GO:0045604;GO:0006355;GO:0006511	GO:0005884;GO:0005912;GO:0034451;GO:0031463;GO:0005737;GO:0005829;GO:0005783;GO:0005925;GO:0016234;GO:0030496;GO:0005654;GO:0005634;GO:0032991	GO:0097718;GO:0042802;GO:0061629
E7FAM5;F8W380		trim71	E3 ubiquitin-protein ligase TRIM71	Tripartite motif-containing protein 71	GO:0000932;GO:0035198;GO:0030371;GO:0061630;GO:0004842;GO:0008270;GO:0010172;GO:0008543;GO:0000082;GO:0035278;GO:0010586;GO:0017148;GO:0021915;GO:0043161;GO:0051865;GO:0000209;GO:0060964;GO:2000177;GO:0072089	GO:0010172;GO:0008543;GO:0000082;GO:0035278;GO:0010586;GO:0017148;GO:0021915;GO:0043161;GO:0051865;GO:0000209;GO:0060964;GO:2000177;GO:0072089	GO:0000932	GO:0035198;GO:0030371;GO:0061630;GO:0004842;GO:0008270
Q28ES8;B3DL40;Q5FVY8	548371	ctu2	Cytoplasmic tRNA 2-thiolation protein 2	Tripartite motif-containing protein 71	GO:0005829;GO:0016779;GO:0016783;GO:0000049;GO:0032447;GO:0034227;GO:0002143;GO:0002098	GO:0032447;GO:0034227;GO:0002143;GO:0002098	GO:0005829	GO:0016779;GO:0016783;GO:0000049
Q9NQP4;Q5TD11;Q92779	5203	PFDN4	Prefoldin subunit 4	Protein C-1	GO:0005737;GO:0005829;GO:0005739;GO:0005634;GO:0016272;GO:0001540;GO:0051087;GO:0051082;GO:1905907;GO:0006457	GO:1905907;GO:0006457	GO:0005737;GO:0005829;GO:0005739;GO:0005634;GO:0016272	GO:0001540;GO:0051087;GO:0051082
Q9VJ33;Q29QE5	35151	Nedd8	NEDD8	Ubiquitin-like protein Nedd8	GO:0005737;GO:0005634;GO:0031386;GO:0031625;GO:0008283;GO:0036099;GO:0019941;GO:0045879;GO:0045116;GO:0031647;GO:0030162;GO:0008589;GO:2000736;GO:0051438;GO:0030431	GO:0008283;GO:0036099;GO:0019941;GO:0045879;GO:0045116;GO:0031647;GO:0030162;GO:0008589;GO:2000736;GO:0051438;GO:0030431	GO:0005737;GO:0005634	GO:0031386;GO:0031625
Q02284	15557	Htr1f	5-hydroxytryptamine receptor 1F	Serotonin receptor 1F	GO:0030425;GO:0005887;GO:0045202;GO:0004993;GO:0030594;GO:0051378;GO:0007193;GO:0007198;GO:0007268;GO:0007187	GO:0007193;GO:0007198;GO:0007268;GO:0007187	GO:0030425;GO:0005887;GO:0045202	GO:0004993;GO:0030594;GO:0051378
P97718;O54913;Q8BV77	11549	Adra1a	Alpha-1A adrenergic receptor	Alpha-1C adrenergic receptor	GO:0005901;GO:0005737;GO:0005829;GO:0098691;GO:0098982;GO:0098978;GO:0005887;GO:0099055;GO:0099056;GO:0043231;GO:0016020;GO:0031965;GO:0005654;GO:0005634;GO:0005886;GO:0030315;GO:0030018;GO:0004937;GO:0004930;GO:0046982;GO:0007202;GO:0071880;GO:0007512;GO:0007568;GO:0060402;GO:0061049;GO:0007267;GO:0060073;GO:0010259;GO:0010507;GO:0001985;GO:0035024;GO:0150099;GO:0001994;GO:0035265;GO:0007200;GO:0097195;GO:0045760;GO:0060452;GO:0010613;GO:0007204;GO:0070374;GO:0010460;GO:0001996;GO:0043410;GO:1903997;GO:0090037;GO:0045987;GO:0032230;GO:0003084;GO:0001997;GO:0045907;GO:0008217;GO:2000300;GO:0009725;GO:0009410	GO:0007202;GO:0071880;GO:0007512;GO:0007568;GO:0060402;GO:0061049;GO:0007267;GO:0060073;GO:0010259;GO:0010507;GO:0001985;GO:0035024;GO:0150099;GO:0001994;GO:0035265;GO:0007200;GO:0097195;GO:0045760;GO:0060452;GO:0010613;GO:0007204;GO:0070374;GO:0010460;GO:0001996;GO:0043410;GO:1903997;GO:0090037;GO:0045987;GO:0032230;GO:0003084;GO:0001997;GO:0045907;GO:0008217;GO:2000300;GO:0009725;GO:0009410	GO:0005901;GO:0005737;GO:0005829;GO:0098691;GO:0098982;GO:0098978;GO:0005887;GO:0099055;GO:0099056;GO:0043231;GO:0016020;GO:0031965;GO:0005654;GO:0005634;GO:0005886;GO:0030315;GO:0030018	GO:0004937;GO:0004930;GO:0046982
Q9BVG8;A8K6S2;B7Z484;O75299;Q49A29;Q49AQ0;Q59G19;Q8IUT3;Q96HW6	3801	KIFC3	Kinesin-like protein KIFC3	Alpha-1C adrenergic receptor	GO:0005813;GO:0030659;GO:0070062;GO:0005794;GO:0005871;GO:0005874;GO:0005915;GO:0005524;GO:0042802;GO:0008017;GO:0003777;GO:0008569;GO:0090136;GO:0007030;GO:0007018;GO:0007601;GO:0045218	GO:0090136;GO:0007030;GO:0007018;GO:0007601;GO:0045218	GO:0005813;GO:0030659;GO:0070062;GO:0005794;GO:0005871;GO:0005874;GO:0005915	GO:0005524;GO:0042802;GO:0008017;GO:0003777;GO:0008569
Q6NUD7	414550	znf521	Zinc finger protein 521	Alpha-1C adrenergic receptor	GO:0005634;GO:0003677;GO:0046872;GO:0030154	GO:0030154	GO:0005634	GO:0003677;GO:0046872
P78417;D3DRA3;F5H7H0;Q5TA03;Q7Z3T2	9446	GSTO1	Glutathione S-transferase omega-1	S-(Phenacyl)glutathione reductase	GO:0005737;GO:0005829;GO:0070062;GO:0005654;GO:0045174;GO:0004364;GO:0050610;GO:0016491;GO:0071243;GO:0006749;GO:0019852;GO:0060315;GO:0060316;GO:0014810;GO:0010881;GO:0010880;GO:0042178	GO:0071243;GO:0006749;GO:0019852;GO:0060315;GO:0060316;GO:0014810;GO:0010881;GO:0010880;GO:0042178	GO:0005737;GO:0005829;GO:0070062;GO:0005654	GO:0045174;GO:0004364;GO:0050610;GO:0016491
Q9VSL3;D1KS67;D1KS72	38973	se	Pyrimidodiazepine synthase	Protein sepia	GO:0005737;GO:0045174;GO:0004364;GO:0042803;GO:0004734;GO:0006726;GO:0006749;GO:0006728	GO:0006726;GO:0006749;GO:0006728	GO:0005737	GO:0045174;GO:0004364;GO:0042803;GO:0004734
O00142;B4DGJ7;B4DZK7;B7ZAB1;E5KNQ5;E9PH08;O15238	7084	TK2	Thymidine kinase 2 mitochondrial	Mt-TK	GO:0005737;GO:0005759;GO:0005524;GO:0004137;GO:0019136;GO:0019206;GO:0004797;GO:0046092;GO:0071897;GO:0006139;GO:0043097;GO:0046104	GO:0046092;GO:0071897;GO:0006139;GO:0043097;GO:0046104	GO:0005737;GO:0005759	GO:0005524;GO:0004137;GO:0019136;GO:0019206;GO:0004797
Q9GKX2		DHRS4	Dehydrogenase/reductase SDR family member 4	rabNRDR	GO:0005739;GO:0005777;GO:0004090;GO:0042802;GO:0052650;GO:0042180;GO:0008202	GO:0042180;GO:0008202	GO:0005739;GO:0005777	GO:0004090;GO:0042802;GO:0052650
Q5ZJJ5	415720	AKTIP	AKT-interacting protein	Fused toes protein homolog	GO:0005829;GO:0070695;GO:0005634;GO:0005886;GO:0061631;GO:0006915;GO:0045022;GO:0007032;GO:0008333;GO:0007040;GO:0000209;GO:0015031	GO:0006915;GO:0045022;GO:0007032;GO:0008333;GO:0007040;GO:0000209;GO:0015031	GO:0005829;GO:0070695;GO:0005634;GO:0005886	GO:0061631
Q8NCC3;B3KMF3;B4DUD1;Q53GZ1;Q9NPQ6;Q9UG04;Q9Y2B3	23659	PLA2G15	Phospholipase A2 group XV	Lysosomal phospholipase A2	GO:0070062;GO:0005576;GO:0005615;GO:0043231;GO:0005764;GO:0016020;GO:0005654;GO:0052740;GO:0016411;GO:0047499;GO:0004622;GO:0008374;GO:0102545;GO:0052739;GO:0008970;GO:0005543;GO:0008270;GO:0006672;GO:0006651;GO:0009062;GO:0006650;GO:0006629;GO:0034638;GO:0046470;GO:0046338;GO:0046471;GO:0006658;GO:0006644	GO:0006672;GO:0006651;GO:0009062;GO:0006650;GO:0006629;GO:0034638;GO:0046470;GO:0046338;GO:0046471;GO:0006658;GO:0006644	GO:0070062;GO:0005576;GO:0005615;GO:0043231;GO:0005764;GO:0016020;GO:0005654	GO:0052740;GO:0016411;GO:0047499;GO:0004622;GO:0008374;GO:0102545;GO:0052739;GO:0008970;GO:0005543;GO:0008270
Q9VEG6;Q8IN93;Q8MRH7;Q9NBX0	42131	Pxt	Chorion peroxidase	Peroxinectin-related protein	GO:0005615;GO:0020037;GO:0046872;GO:0004601;GO:0007304;GO:0007306;GO:0042744;GO:0042743;GO:0030707;GO:0001516;GO:0006979	GO:0007304;GO:0007306;GO:0042744;GO:0042743;GO:0030707;GO:0001516;GO:0006979	GO:0005615	GO:0020037;GO:0046872;GO:0004601
Q9P243;B7ZL15;E9PER3;Q3MIM5;Q6PJ01;Q75PJ6;Q75PJ7;Q75PJ9;Q86X64	57623	ZFAT	Zinc finger protein ZFAT	Zinc finger protein 406	GO:0005829;GO:0005634;GO:0001228;GO:0000981;GO:0046872;GO:0000978;GO:0002244;GO:0006355;GO:0060712	GO:0002244;GO:0006355;GO:0060712	GO:0005829;GO:0005634	GO:0001228;GO:0000981;GO:0046872;GO:0000978
Q28GH3	549845	uba2	SUMO-activating enzyme subunit 2	Ubiquitin-like modifier-activating enzyme 2	GO:0005737;GO:0031510;GO:0005524;GO:0046872;GO:0019948;GO:0016740;GO:0032446;GO:0016925	GO:0032446;GO:0016925	GO:0005737;GO:0031510	GO:0005524;GO:0046872;GO:0019948;GO:0016740
Q9DAR0	69315		Uncharacterized protein C5orf49 homolog	Y regulated sperm protein	GO:0036064		GO:0036064	
Q68DL7;A6NME8	644041	C18orf63	Uncharacterized protein C18orf63	Y regulated sperm protein				
Q54F23	8628015	mroh1	Maestro heat-like repeat-containing protein family member 1	HEAT repeat-containing protein 7A homolog	GO:0005764;GO:0071203;GO:0006887	GO:0006887	GO:0005764;GO:0071203	
Q9CZX2;Q8C127	72140	Cep89	Centrosomal protein of 89 kDa	Coiled-coil domain-containing protein 123	GO:0005814;GO:0005813;GO:0097539;GO:0005829;GO:0005758;GO:0031514;GO:0097730;GO:0005886;GO:0000922;GO:0045202;GO:0007268;GO:0060271;GO:0007005;GO:1905515	GO:0007268;GO:0060271;GO:0007005;GO:1905515	GO:0005814;GO:0005813;GO:0097539;GO:0005829;GO:0005758;GO:0031514;GO:0097730;GO:0005886;GO:0000922;GO:0045202	
Q8IVS2;B0QY72;O95510;O95511	27349	MCAT	Malonyl-CoA-acyl carrier protein transacylase mitochondrial	[Acyl-carrier-protein] malonyltransferase	GO:0005759;GO:0005739;GO:0004314;GO:0004312;GO:0003723;GO:0006635;GO:0006633	GO:0006635;GO:0006633	GO:0005759;GO:0005739	GO:0004314;GO:0004312;GO:0003723
Q6GL41	448137	mcm4	DNA replication licensing factor mcm4	Minichromosome maintenance protein 4	GO:0000785;GO:0071162;GO:0042555;GO:0005634;GO:0005524;GO:0016887;GO:0003678;GO:0046872;GO:0003697;GO:0006271;GO:0006268;GO:0000727;GO:1902975;GO:0030174	GO:0006271;GO:0006268;GO:0000727;GO:1902975;GO:0030174	GO:0000785;GO:0071162;GO:0042555;GO:0005634	GO:0005524;GO:0016887;GO:0003678;GO:0046872;GO:0003697
P51798;A6NEJ7;A8K5T9;A8K7X1;B3KPN3;E9PDB9;Q9NYX5	1186	CLCN7	H(+)/Cl(-) exchange transporter 7	Chloride channel protein 7	GO:0034707;GO:0031410;GO:0043231;GO:0005765;GO:0016020;GO:0005654;GO:0015297;GO:0005524;GO:0005254;GO:0015108;GO:0005247;GO:0009268;GO:0030321	GO:0009268;GO:0030321	GO:0034707;GO:0031410;GO:0043231;GO:0005765;GO:0016020;GO:0005654	GO:0015297;GO:0005524;GO:0005254;GO:0015108;GO:0005247
P41044;Q9V7W4	36905	Cbp53E	Calbindin-32	Chloride channel protein 7	GO:0005829;GO:0030425;GO:0043005;GO:0005634;GO:0045202;GO:0043195;GO:0061175;GO:0097467;GO:0005509;GO:1903035;GO:0051480;GO:1900271;GO:0099509	GO:1903035;GO:0051480;GO:1900271;GO:0099509	GO:0005829;GO:0030425;GO:0043005;GO:0005634;GO:0045202;GO:0043195;GO:0061175;GO:0097467	GO:0005509
Q61572;O88409;Q61582;Q9QWR9	17300	Foxc1	Forkhead box protein C1	Transcription factor FKH-1	GO:0005829;GO:0000792;GO:0005654;GO:0005634;GO:0003677;GO:0008301;GO:0001228;GO:0003700;GO:0000981;GO:0140297;GO:1990841;GO:0000978;GO:0000977;GO:0061629;GO:0043565;GO:0000976;GO:0009653;GO:0001525;GO:0048844;GO:0001568;GO:0097746;GO:0001974;GO:0007420;GO:0043010;GO:0060038;GO:0030154;GO:0016477;GO:0008283;GO:1990869;GO:0071364;GO:0021549;GO:0070098;GO:0030199;GO:0035050;GO:0001958;GO:0001654;GO:0008354;GO:0072010;GO:0030203;GO:0007507;GO:0003007;GO:0001701;GO:0001822;GO:0032808;GO:0001945;GO:0036438;GO:0014031;GO:0048762;GO:0016525;GO:1902257;GO:1901491;GO:0045930;GO:0000122;GO:0014032;GO:0007219;GO:0042475;GO:0001503;GO:0001541;GO:0048341;GO:1904798;GO:0043388;GO:0010718;GO:0010628;GO:1901534;GO:1902038;GO:0045618;GO:0045944;GO:0045893;GO:0046620;GO:0006357;GO:0006355;GO:0001501;GO:0001756;GO:0001657;GO:0048010;GO:0038084;GO:0055010	GO:0009653;GO:0001525;GO:0048844;GO:0001568;GO:0097746;GO:0001974;GO:0007420;GO:0043010;GO:0060038;GO:0030154;GO:0016477;GO:0008283;GO:1990869;GO:0071364;GO:0021549;GO:0070098;GO:0030199;GO:0035050;GO:0001958;GO:0001654;GO:0008354;GO:0072010;GO:0030203;GO:0007507;GO:0003007;GO:0001701;GO:0001822;GO:0032808;GO:0001945;GO:0036438;GO:0014031;GO:0048762;GO:0016525;GO:1902257;GO:1901491;GO:0045930;GO:0000122;GO:0014032;GO:0007219;GO:0042475;GO:0001503;GO:0001541;GO:0048341;GO:1904798;GO:0043388;GO:0010718;GO:0010628;GO:1901534;GO:1902038;GO:0045618;GO:0045944;GO:0045893;GO:0046620;GO:0006357;GO:0006355;GO:0001501;GO:0001756;GO:0001657;GO:0048010;GO:0038084;GO:0055010	GO:0005829;GO:0000792;GO:0005654;GO:0005634	GO:0003677;GO:0008301;GO:0001228;GO:0003700;GO:0000981;GO:0140297;GO:1990841;GO:0000978;GO:0000977;GO:0061629;GO:0043565;GO:0000976
A5PLK6;A2A2Z0;A6PVM2;A6PVM3;Q0VAJ4;Q0VAJ5;Q6ZRL0;Q86UV0;Q9H084	353299	RGSL1	Regulator of G-protein signaling protein-like	Transcription factor FKH-1	GO:0016021		GO:0016021	
P55859;Q3ZBH6;Q58DQ2		PNP	Purine nucleoside phosphorylase	Inosine-guanosine phosphorylase	GO:0005737;GO:0047975;GO:0004731;GO:0006166	GO:0006166	GO:0005737	GO:0047975;GO:0004731
O94761;A0A087WZ30;Q3Y424;Q96DW2;Q96F55	9401	RECQL4	ATP-dependent DNA helicase Q4	RecQ protein-like 4	GO:0005694;GO:0000781;GO:0005737;GO:0016020;GO:0005634;GO:0043138;GO:0005524;GO:0016887;GO:0000405;GO:1990814;GO:0009378;GO:0004386;GO:0032357;GO:0061821;GO:0032508;GO:0006310;GO:0006281;GO:0006260;GO:0006268;GO:0000724;GO:0000723;GO:0061820	GO:0032508;GO:0006310;GO:0006281;GO:0006260;GO:0006268;GO:0000724;GO:0000723;GO:0061820	GO:0005694;GO:0000781;GO:0005737;GO:0016020;GO:0005634	GO:0043138;GO:0005524;GO:0016887;GO:0000405;GO:1990814;GO:0009378;GO:0004386;GO:0032357;GO:0061821
Q11082	182040		Probable G-protein coupled receptor B0563.6	RecQ protein-like 4	GO:0016021;GO:0005886;GO:0004930		GO:0016021;GO:0005886	GO:0004930
A5PJS6	510164	USP10	Ubiquitin carboxyl-terminal hydrolase 10	Ubiquitin-specific-processing protease 10	GO:0005737;GO:0005769;GO:0032021;GO:0005634;GO:0032991;GO:0004197;GO:0002039;GO:0004843;GO:0044325;GO:0006914;GO:0006974;GO:0071347;GO:0030330;GO:0006281;GO:0043124;GO:0034244;GO:0016579;GO:0010506;GO:0006511	GO:0006914;GO:0006974;GO:0071347;GO:0030330;GO:0006281;GO:0043124;GO:0034244;GO:0016579;GO:0010506;GO:0006511	GO:0005737;GO:0005769;GO:0032021;GO:0005634;GO:0032991	GO:0004197;GO:0002039;GO:0004843;GO:0044325
Q6DIJ4	448441	usp10	Ubiquitin carboxyl-terminal hydrolase 10	Ubiquitin-specific-processing protease 10	GO:0005737;GO:0005829;GO:0005769;GO:0005634;GO:0004197;GO:0002039;GO:0004843;GO:0044325;GO:0006914;GO:0006974;GO:0071347;GO:0030330;GO:0006281;GO:0043124;GO:0016579;GO:0010506;GO:0006511	GO:0006914;GO:0006974;GO:0071347;GO:0030330;GO:0006281;GO:0043124;GO:0016579;GO:0010506;GO:0006511	GO:0005737;GO:0005829;GO:0005769;GO:0005634	GO:0004197;GO:0002039;GO:0004843;GO:0044325
Q80V03;Q8CAA3	268822	Adck5	Uncharacterized aarF domain-containing protein kinase 5	Ubiquitin-specific-processing protease 10	GO:0016021;GO:0005739;GO:0004674		GO:0016021;GO:0005739	GO:0004674
P86437	618604	CBLN1	[des-Ser1]-cerebellin	Precerebellin	GO:0005576;GO:0005615;GO:0098978;GO:0098688;GO:0045211;GO:0045202;GO:0043083;GO:0042802;GO:0021707;GO:0007157;GO:0099558;GO:0090394;GO:1905703;GO:1900454;GO:0051965;GO:0009306;GO:0099151;GO:1905606;GO:0050808	GO:0021707;GO:0007157;GO:0099558;GO:0090394;GO:1905703;GO:1900454;GO:0051965;GO:0009306;GO:0099151;GO:1905606;GO:0050808	GO:0005576;GO:0005615;GO:0098978;GO:0098688;GO:0045211;GO:0045202;GO:0043083	GO:0042802
Q5R9K8	100172844	ARL2BP	ADP-ribosylation factor-like protein 2-binding protein	Precerebellin	GO:0005813;GO:0005929;GO:0030496;GO:0005758;GO:0005634;GO:0005819;GO:0003713;GO:0051457;GO:0042531	GO:0051457;GO:0042531	GO:0005813;GO:0005929;GO:0030496;GO:0005758;GO:0005634;GO:0005819	GO:0003713
O57415;Q9I861	395920	RREB1	Ras-responsive element-binding protein 1	Precerebellin	GO:0005634;GO:0001228;GO:0046872;GO:0000978;GO:0006357	GO:0006357	GO:0005634	GO:0001228;GO:0046872;GO:0000978
D3YXS5		Kif28p	Kinesin-like protein KIF28P	Kinesin-like protein 6	GO:0005871;GO:0005874;GO:0031966;GO:0005524;GO:0016887;GO:0008017;GO:0003777;GO:0007018;GO:0007005;GO:0072384	GO:0007018;GO:0007005;GO:0072384	GO:0005871;GO:0005874;GO:0031966	GO:0005524;GO:0016887;GO:0008017;GO:0003777
Q2T9Q1	504543	TBC1D20	TBC1 domain family member 20	Kinesin-like protein 6	GO:0005789;GO:0030173;GO:0031965;GO:0005096;GO:0031267;GO:0001675;GO:0090110;GO:0006888;GO:0007030;GO:0070309;GO:0034389;GO:0044829;GO:0046726;GO:1902953;GO:0043547;GO:0072520;GO:0019068	GO:0001675;GO:0090110;GO:0006888;GO:0007030;GO:0070309;GO:0034389;GO:0044829;GO:0046726;GO:1902953;GO:0043547;GO:0072520;GO:0019068	GO:0005789;GO:0030173;GO:0031965	GO:0005096;GO:0031267
Q9Z2A7;Q9D7Q5	13350	Dgat1	Diacylglycerol O-acyltransferase 1	Diglyceride acyltransferase	GO:0005789;GO:0016021;GO:0043231;GO:0016020;GO:0005886;GO:0003846;GO:0016746;GO:0019992;GO:0004144;GO:0005504;GO:0042802;GO:0008374;GO:0050252;GO:0046339;GO:0055089;GO:0046486;GO:0030073;GO:1902224;GO:0019915;GO:0035336;GO:0006640;GO:0046321;GO:2000491;GO:0010867;GO:1903998;GO:1904729;GO:1901738;GO:0019432;GO:0034379	GO:0046339;GO:0055089;GO:0046486;GO:0030073;GO:1902224;GO:0019915;GO:0035336;GO:0006640;GO:0046321;GO:2000491;GO:0010867;GO:1903998;GO:1904729;GO:1901738;GO:0019432;GO:0034379	GO:0005789;GO:0016021;GO:0043231;GO:0016020;GO:0005886	GO:0003846;GO:0016746;GO:0019992;GO:0004144;GO:0005504;GO:0042802;GO:0008374;GO:0050252
G8HTB6			ZP domain-containing protein	Diglyceride acyltransferase	GO:0016021		GO:0016021	
Q99MN1	85305	Kars1	Lysine--tRNA ligase	Lysyl-tRNA synthetase	GO:0017101;GO:0005737;GO:0005829;GO:0005615;GO:0005739;GO:0005634;GO:0005886;GO:0016597;GO:0003877;GO:0005524;GO:0042802;GO:0004824;GO:0042803;GO:0097110;GO:0000049;GO:0002276;GO:0015966;GO:0070371;GO:0006430;GO:0002863;GO:0043032;GO:0045893;GO:0010165	GO:0002276;GO:0015966;GO:0070371;GO:0006430;GO:0002863;GO:0043032;GO:0045893;GO:0010165	GO:0017101;GO:0005737;GO:0005829;GO:0005615;GO:0005739;GO:0005634;GO:0005886	GO:0016597;GO:0003877;GO:0005524;GO:0042802;GO:0004824;GO:0042803;GO:0097110;GO:0000049
Q61140;Q60869;Q6PFF9	12927	Bcar1	Breast cancer anti-estrogen resistance protein 1	p130cas	GO:0015629;GO:0030424;GO:0005737;GO:0005829;GO:0005925;GO:0030027;GO:0016020;GO:0005886;GO:0001726;GO:0019904;GO:0019901;GO:0017124;GO:0030036;GO:0007015;GO:0090527;GO:0050851;GO:0050853;GO:0007155;GO:0060326;GO:0016477;GO:1990859;GO:0035729;GO:0071732;GO:0086100;GO:0007173;GO:0007186;GO:0048012;GO:0008286;GO:0007229;GO:1900025;GO:0048011;GO:0048008;GO:0030335;GO:0010595;GO:0007169;GO:0048010	GO:0030036;GO:0007015;GO:0090527;GO:0050851;GO:0050853;GO:0007155;GO:0060326;GO:0016477;GO:1990859;GO:0035729;GO:0071732;GO:0086100;GO:0007173;GO:0007186;GO:0048012;GO:0008286;GO:0007229;GO:1900025;GO:0048011;GO:0048008;GO:0030335;GO:0010595;GO:0007169;GO:0048010	GO:0015629;GO:0030424;GO:0005737;GO:0005829;GO:0005925;GO:0030027;GO:0016020;GO:0005886;GO:0001726	GO:0019904;GO:0019901;GO:0017124
P44121;P44122;P71371;P71372		ligA	DNA ligase	Polydeoxyribonucleotide synthase [ATP]	GO:0005524;GO:0003910;GO:0046872;GO:0006310;GO:0006281;GO:0006260	GO:0006310;GO:0006281;GO:0006260		GO:0005524;GO:0003910;GO:0046872
O94916;A2RRB4;A6H8V5;E9PHR7;O95693;Q7LA65;Q969Q8;Q96QH3;Q9UN18	10725	NFAT5	Nuclear factor of activated T-cells 5	Tonicity-responsive enhancer-binding protein	GO:0000785;GO:0005829;GO:0005654;GO:0005634;GO:0005667;GO:0001228;GO:0003700;GO:0000981;GO:0000978;GO:1990837;GO:0033173;GO:0071345;GO:0007588;GO:0010628;GO:1904996;GO:1901224;GO:0045944;GO:0070884;GO:0006357;GO:0006970;GO:0007165;GO:0006366	GO:0033173;GO:0071345;GO:0007588;GO:0010628;GO:1904996;GO:1901224;GO:0045944;GO:0070884;GO:0006357;GO:0006970;GO:0007165;GO:0006366	GO:0000785;GO:0005829;GO:0005654;GO:0005634;GO:0005667	GO:0001228;GO:0003700;GO:0000981;GO:0000978;GO:1990837
Q8LET2;B3H699;Q9FJ42	834634	NUDT11	Nudix hydrolase 11	Coenzyme A diphosphatase NUDT11	GO:0005829;GO:0016021;GO:0005778;GO:0003986;GO:0010945;GO:0008893;GO:0046872;GO:0000210;GO:0015937;GO:0015938;GO:2001294;GO:0006753	GO:0015937;GO:0015938;GO:2001294;GO:0006753	GO:0005829;GO:0016021;GO:0005778	GO:0003986;GO:0010945;GO:0008893;GO:0046872;GO:0000210
P82600;Q17CY6;Q5DQ92	5564684	pxt	Chorion peroxidase	Coenzyme A diphosphatase NUDT11	GO:0005576;GO:0020037;GO:0046872;GO:0004601;GO:0007306;GO:0042744;GO:0042743;GO:0006979	GO:0007306;GO:0042744;GO:0042743;GO:0006979	GO:0005576	GO:0020037;GO:0046872;GO:0004601
Q9BQI3;A8K2R2;Q549K6;Q8NBW3;Q9HC02;Q9NYE0;Q9P0V6;Q9P1J5;Q9P2H8Q9UHG4	27102	EIF2AK1	Eukaryotic translation initiation factor 2-alpha kinase 1	Hemin-sensitive initiation factor 2-alpha kinase	GO:0005737;GO:0005524;GO:0004694;GO:0020037;GO:0042803;GO:0004672;GO:0106310;GO:0004712;GO:0002526;GO:0140468;GO:0140467;GO:0055072;GO:0030225;GO:0008285;GO:0046986;GO:0045993;GO:0006909;GO:0046777;GO:0046501;GO:0010999;GO:1990641	GO:0002526;GO:0140468;GO:0140467;GO:0055072;GO:0030225;GO:0008285;GO:0046986;GO:0045993;GO:0006909;GO:0046777;GO:0046501;GO:0010999;GO:1990641	GO:0005737	GO:0005524;GO:0004694;GO:0020037;GO:0042803;GO:0004672;GO:0106310;GO:0004712
Q8BQT2	240479	Dipk1c	Divergent protein kinase domain 1C	Protein FAM69C	GO:0005789;GO:0016021		GO:0005789;GO:0016021	
